curve_id,relative_intensity,gamma_1,gamma_2,peak_distance,fit_success
82,0.5174392813323778,0.052500670644140914,0.006856473828518035,0.036586032937947655,1
83,0.5423735586130836,0.07019535322603067,0.04649599484024344,0.1632856774134258,1
84,0.6459857220991727,0.07094487231989886,0.06197046572038223,0.25443095898027646,1
85,0.7120416431864958,0.044073543617440196,0.022029922813250193,0.1643432235740907,1
86,0.3695455435013593,0.03193661190798902,0.037551328626753186,0.10187205935360777,1
87,0.1634353307548896,0.07256490594144943,0.05729495445272336,0.008000486196447665,0
88,0.9684292964152507,0.03977116377388434,0.0668753623484093,0.407871666947927,1
89,0.10074777126406577,0.03467541995644039,0.0781089092501399,0.05472609548101798,0
90,0.49791544463506665,0.019969528448289378,0.05274868217861986,0.23551098695091455,1
91,0.9931301917097024,0.009904402109885323,0.020123691100264907,0.3851814501327466,0
92,0.6734964391589978,0.03159507998271198,0.05715113354437993,0.06228255927498427,0
93,0.19342683569026412,0.09814940556813838,0.07342372338230305,0.13695634390076622,0
94,0.9317759420381607,0.01637758178459775,0.08776242757836775,0.42509434559002585,1
95,0.7769293655495599,0.015437902698613053,0.07099834664000464,0.02065528140356121,1
96,0.03675879680105543,0.09574867831939773,0.012389750901169422,0.36686811961802923,0
97,0.15034494050573552,0.09955786014113453,0.008548541743959057,0.013821755199068142,1
98,0.7650890837095802,0.03779539947637736,0.04354161371288234,0.18016882220402297,0
99,0.42875352300042485,0.07143789372647902,0.019955148393471695,0.36619302131924913,1
100,0.6885718457109479,0.008465714978433085,0.00872511614038773,0.028796421960901153,0
101,0.8689327183198197,0.06446926108970796,0.09367468605491214,0.008003613195713799,1
102,0.26891651403131417,0.09566567432844385,0.005322091019260049,0.08940568932920778,0
103,0.29358146543948066,0.06553299987597509,0.032801181045557966,0.06122021175646969,1
104,0.10644994557456332,0.027740800041389402,0.012993887829160874,0.32733849881855565,1
105,0.41832557323257025,0.024879332942309637,0.013689221176096566,0.14483015062542504,1
106,0.4646400869857896,0.0025649958463129048,0.06236461703569707,0.3337124000992806,0
107,0.3470247542737985,0.08286959850110291,0.026449717223816876,0.06830888174504168,1
108,0.7467379274997766,0.08693197547263541,0.0748870701611098,0.2395458765134329,1
109,0.8754012844278443,0.09683811455648754,0.016417014554134232,0.3713520306546865,0
110,0.5831566050572904,0.01653962583470011,0.0024256202468336085,0.15065932137826998,1
111,0.5378378602482711,0.031407250070430735,0.024753016703844777,0.20521476260672528,1
112,0.766585147058842,0.020021852650187875,0.007147651549232741,0.15344357139554676,1
113,0.04416501210237403,0.004340179734713614,0.03941187680281766,0.24630484599886943,0
114,0.5607203111832596,0.08932183899535187,0.019564345962063297,0.344307271678791,1
115,0.3065050544189337,0.02336082183261556,0.0028273477918087254,0.047697705361955445,0
116,0.8023825908834716,0.048633588071183065,0.08422548834231011,0.05892394423730607,0
117,0.4943360020502726,0.09165241723730068,0.08848442450012838,0.12919315020320304,0
118,0.4875103987949849,0.06042389267492124,0.05200346239240924,0.025344064176643644,1
119,0.9597941906288082,0.07274287410844393,0.06790436533061371,0.004621933349368945,0
120,0.33483877131369816,0.07592695949493626,0.057225171259343593,0.2657075227184627,1
121,0.6057491159297693,0.056009646234570366,0.00894949068033472,0.017911717141705696,1
122,0.31642968651651787,0.0836864581975437,0.08912725389186944,0.1792487141983501,1
123,0.014185137380409165,0.031929302890251324,0.01820388499948644,0.03571549326406509,0
124,0.6206850145111676,0.001872913753361442,0.0030893427719976834,0.31482133487803765,1
125,0.6170043495638472,0.08135616874717072,0.014519021799032517,0.08879161038236283,0
126,0.627716857679146,0.07103146341195468,0.04559130132872651,0.16720562974992126,0
127,0.623185158558227,0.08944422701181695,0.003151851542873075,0.16297096583468412,0
128,0.10690669890884749,0.04256904583886931,0.08956226255680885,0.08356833517992801,0
129,0.2714045246338471,0.034954040231898624,0.008252723335756388,0.2554568722604111,1
130,0.5894845132999539,0.01781547119958245,0.0961202449366324,0.05264551193852518,0
131,0.8491291520580319,0.0617129589113954,0.08633927961524723,0.24958348878870018,0
132,0.7651148965008164,0.002125748588184038,0.09157939455996844,0.04675947446573914,1
133,0.0682439764787924,0.08805935771746712,0.06170957683131926,0.3657422280113327,1
134,0.22534498765098543,0.06579139653164119,0.01580616251148914,0.3013861372341346,1
135,0.8488856522683276,0.006692141061468273,0.05699644627251979,0.034764949494612285,1
136,0.11553316028790969,0.023273776212961023,0.03535805651498314,0.016033035928362693,0
137,0.6791226196838964,0.0917932122702242,0.03381977617848441,0.10746411415477858,1
138,0.5396585464520873,0.0583354042091562,0.06204691148939885,0.2670245131189787,1
139,0.9312948939524809,0.09646226838304045,0.08294322185792422,0.07006626798434712,0
140,0.7233503576722986,0.07071652590292675,0.05654221882623448,0.0865404928224584,0
141,0.944208723369696,0.03379888279305272,0.08975218496892023,0.3098687876778976,1
142,0.5913042658057029,0.014275669142842673,0.0568154164389635,0.05442576083726619,0
143,0.7057313510701512,0.08038298384370082,0.07628837920594862,0.054464070077191895,0
144,0.02227429531482282,0.0407815664822184,0.029241466784319804,0.11904825859986529,1
145,0.11714378230495183,0.0734506227825791,0.013586190996318019,0.2201911575885928,1
146,0.3418267132118888,0.02097502354517878,0.025334789416473203,0.02075722293427007,0
147,0.39980497593799635,0.0017011928340335651,0.07582706089453677,0.01133620445424921,1
148,0.15792622970918604,0.05593032934692265,0.037777401971623444,0.36355387728852784,1
149,0.3555031314989158,0.03037757293676395,0.043207185967678835,0.1510012694959763,1
150,0.44476876364254836,0.05764556973462227,0.08617270718088811,0.46501540467299324,1
151,0.9375007001271691,0.02800634038848309,0.07997450416175599,0.17180178597143414,0
152,0.6405614540188832,0.026585291492679786,0.030146793862695778,0.08852244545017285,0
153,0.0959296072295196,0.009721969831813698,0.05737041323048,0.1448339768918982,1
154,0.733079079893144,0.05854588067835803,0.0867561112970502,0.07150876069194828,0
155,0.4530439010445422,0.02286271671501485,0.09572848442317931,0.19967597122306713,0
156,0.35817502584449135,0.01410648337019714,0.037729131303454295,0.27259184123508606,1
157,0.6197472934929247,0.0823496449699685,0.08996161750681876,0.15930705146682544,0
158,0.018035292073122496,0.04021765110869082,0.06846720545361253,0.26958743534079294,1
159,0.27013771072284354,0.06898566362386038,0.028504847869636623,0.314471764265946,0
160,0.5099255626335971,0.08796711360175143,0.02756057615400363,0.020649920501520813,1
161,0.9071918279382556,0.038091010576207604,0.0761640803037828,0.3446224543772138,1
162,0.5349659706103218,0.0964512386414426,0.03658429970194454,0.3292167330839734,1
163,0.32988005491320527,0.010801284769852596,0.0825350391404025,0.18648166575909864,1
164,0.8396521911979192,0.07923992829663205,0.027798398638257286,0.1042848820843652,0
165,0.5289014925656417,0.025508877826769624,0.011731321968525263,0.07911201040537863,1
166,0.6311199038011923,0.04906851743911736,0.032205357422365855,0.09462295684648697,0
167,0.3429696982068674,0.08694334548591949,0.015675186677426414,0.06899596844115174,1
168,0.05103144348799614,0.09393856302068215,0.09899372220360661,0.019933532440522206,0
169,0.5882148784416369,0.09847656500112803,0.014203929747404333,0.05508115008159864,1
170,0.22294231567872522,0.009860213187093365,0.08388150303022351,0.15048350353852175,0
171,0.647000087033155,0.07809058753093615,0.04891723028292313,0.22780556744896768,1
172,0.22161376268618588,0.04345235945471189,0.07649294052612943,0.11758153937897892,0
173,0.23692185240146854,0.04878624523779997,0.06853106735879375,0.35631827886078504,1
174,0.5820723319650537,0.0506487762524951,0.0207437093845132,0.0452458302948881,1
175,0.785615418621011,0.09124924025793064,0.05835663702676992,0.350906814041816,1
176,0.6536475698814918,0.05933728296863769,0.0016287322257154582,0.041397271441169226,1
177,0.8492119450166539,0.03643866212838421,0.03443913970360613,0.1862987267610623,0
178,0.3418483264992059,0.016648518267461967,0.05562799002151128,0.3338897670337815,1
179,0.25484227134982984,0.02252659208425539,0.013401533837790448,0.15731330013704276,1
180,0.47585997575516326,0.05468360053717943,0.06779628553053836,0.21406482405989546,1
181,0.9575697511257417,0.08582702341681955,0.05629001876381277,0.04543595551156954,1
182,0.09978102255911787,0.01935061860964795,0.04498795260155633,0.09636129008176719,1
183,0.4152992630922158,0.04642200390657799,0.03883602198750617,0.017943225269324903,0
184,0.8170785626732997,0.07934270557629408,0.028400203000351912,0.12326673927229231,0
185,0.9873751689355709,0.08671454473754155,0.08125656183228452,0.12423442378566096,0
186,0.6353049452087084,0.08824615454810664,0.010701158509614648,0.028885318802436222,0
187,0.800093471208117,0.07898883509310295,0.04871371081386126,0.40903384952910804,1
188,0.288923854425289,0.08736868491582882,0.0026295258703141486,0.2233429955938928,0
189,0.3452185522736103,0.049416141085826544,0.034262612278540605,0.03342066292061763,1
190,0.6688556975221315,0.08090330344357027,0.04459396145124847,0.23824667234159802,0
191,0.7703051921800539,0.08736796205326858,0.03184447678563503,0.03245915224628826,1
192,0.578719323449618,0.015797867137599807,0.07170699747143468,0.33866069808910054,1
193,0.4904781379760065,0.07618473876282615,0.03207598539678237,0.38486506220243444,1
194,0.26140517156842,0.052572131713450806,0.0996966744534933,0.20150357755186482,1
195,0.922447172838537,0.07892078500678637,0.02589828800848779,0.011359239825362522,1
196,0.20946391376444987,0.02896325964189611,0.08315470827356303,0.0903608623265118,1
197,0.8115873381717876,0.0669681125923909,0.06527438231742472,0.27915751601921746,0
198,0.933013601846391,0.0862527147250475,0.07376436914445839,0.13667716101983418,0
199,0.9837006233834238,0.0679013268586095,0.017726172712294375,0.14672504459820024,1
200,0.7368060863804368,0.0762428578193763,0.0397175736892223,0.082814155013467,0
201,0.4720731453977133,0.012764380865580748,0.06191580224656424,0.11420334689454836,0
202,0.18252856353719152,0.03112903049271148,0.07774224846144287,0.09697636306608554,1
203,0.23917981548581513,0.06669333070366724,0.07927352747618198,0.03970494143636172,0
204,0.3583085960336874,0.04332306046292643,0.023689984368825703,0.24792681893496266,0
205,0.5019098709764066,0.0995697188888879,0.049024077985643975,0.2444115861579091,0
206,0.9460194390708718,0.08047732163985476,0.03138260782804147,0.10313615366897294,0
207,0.5467103683444203,0.02072456248378751,0.03149597892028649,0.190967865847592,1
208,0.46528644211599535,0.0991375374504097,0.06042227445360876,0.3014373329878773,0
209,0.724994848711332,0.02354215205358182,0.06004134757099809,0.14457055694543558,0
210,0.6346281247594647,0.03488876901674157,0.03150353743952487,0.18118619030790972,1
211,0.07968066800951483,0.0543817338514934,0.04563446319829733,0.13638283683212066,1
212,0.4922985828378798,0.010686687387962919,0.0423704994267764,0.41635317855510445,1
213,0.3132203445184916,0.01655134483673516,0.052253905189573915,0.18392823594902552,1
214,0.10115120563606644,0.07818688824765212,0.004922217721298994,0.0675903270796473,1
215,0.581630044385195,0.05658935120988281,0.002797929265417694,0.20287375311185285,0
216,0.4532916870268907,0.0387176947400341,0.07914397003314039,0.03858959559111491,1
217,0.5075499779453571,0.029280692410027762,0.039849433254381006,0.395985304437366,1
218,0.6789517879302236,0.010462182341765078,0.006395954690936877,0.15074162731653867,1
219,0.6984191899251687,0.04378216320771808,0.048642300264936586,0.10570916140708808,0
220,0.8155141739598608,0.06105732429269828,0.059459698563865127,0.0011653276686779401,0
221,0.06027990757646336,0.02149007280703275,0.012351891563070545,0.4352708395063676,1
222,0.9508625124425771,0.06306993751213238,0.0064261830006991155,0.04611714668784672,0
223,0.1038469741255551,0.0265418550269994,0.05064257988992278,0.11881223306094019,0
224,0.6958937682424796,0.02719299426143507,0.025484963323817715,0.04471340018644743,0
225,0.8895901876818004,0.055872372041740614,0.09923562124646651,0.18978627037717283,0
226,0.5914934033044134,0.06697187220680323,0.09452931542182488,0.2147195886543279,0
227,0.03212460953575428,0.09046265953830099,0.07603541245065537,0.09674793835805562,0
228,0.17194162716800698,0.07610171657181651,0.08215071212418856,0.07329728654550316,0
229,0.3125563912310775,0.027451243930383278,0.09055474223912809,0.0707038575199343,1
230,0.3550653555609333,0.01809905256826484,0.06972289200332552,0.07455061091871129,0
231,0.190115904536474,0.07785526407047406,0.05679319849511133,0.1420402256847093,0
232,0.69880381934817,0.014199399212437812,0.0012049487684871502,0.38088050640466975,1
233,0.3574795637990038,0.05809880085471204,0.06328766577108917,0.1640705787118596,1
234,0.06199237384977459,0.0925430450538068,0.06587166173744806,0.1993166040196127,0
235,0.027852716587435693,0.047076741360084225,0.0069039533984749275,0.33196091997796273,1
236,0.48916202061065817,0.03643755523646141,0.03245595203867694,0.05705589074775208,0
237,0.06606367590831654,0.01880134686506897,0.035816036613469125,0.029103492788446816,0
238,0.9263584262025215,0.05413717811344405,0.05928255811885102,0.035023919398926184,0
239,0.8612069278170623,0.0750441894786867,0.06002104711022632,0.4095508189526221,1
240,0.6506600762586362,0.002423988886292615,0.0414824469250381,0.23466714580925496,1
241,0.30601919565003366,0.09503458467803111,0.09341369715222694,0.38504170475591115,1
242,0.4233494649761414,0.044664413033207645,0.006290762466025275,0.05303182660482941,0
243,0.8140453161232748,0.05660975631514509,0.03491331502753387,0.11204051162367568,1
244,0.6396874163923215,0.051694639397651655,0.04135722298452357,0.25662137690301356,1
245,0.3737105685953938,0.09397770568024007,0.09532771278174065,0.009312743484248709,0
246,0.09126910646860907,0.02520564391995727,0.07323460216523846,0.3844423652748934,1
247,0.19982029069079632,0.020026398810229273,0.06561771453146208,0.31914705436940505,1
248,0.9117030973389262,0.05944236116503497,0.09053563270844822,0.02334528733648078,1
249,0.8792466036395229,0.022115861875906005,0.08515868865388573,0.04908292608199272,0
250,0.6572601017836345,0.08512595484508959,0.04629230193258118,0.05419630613188314,0
251,0.6322665933009483,0.0780606788886032,0.06969131888681303,0.08377513057266839,0
252,0.12344624534676461,0.07527897050796623,0.09803087087872776,0.002317802834586269,1
253,0.6513700297419969,0.08366105222111116,0.07380574187794021,0.2330823011684941,0
254,0.49630089617435585,0.08758294234286636,0.08019668391729634,0.23749586007081136,0
255,0.571591200281105,0.07302607550618731,0.0956147420198552,0.019669531936043594,1
256,0.5790109294386608,0.0153632322280173,0.007432074881909125,0.19393136739834282,1
257,0.2502920477030769,0.056414405985205,0.04359784639230374,0.006071262768745145,1
258,0.34010586680928157,0.08163284233417939,0.09191557540895744,0.18302249759623596,0
259,0.3549652235252276,0.09276313112803736,0.026610078582487425,0.08497594022332239,0
260,0.33577711581333564,0.017129798829957205,0.03739940145419062,0.1481001929441343,0
261,0.6127758284621027,0.01280147188593226,0.03822900051917049,0.1370891262869499,0
262,0.12182650023148471,0.04819023193761843,0.017916406918726552,0.09357645545418747,1
263,0.7525909054505042,0.05132459965649509,0.011806502388061427,0.05777911801953328,0
264,0.5443878408077255,0.09814277692673733,0.006648618910080938,0.02366308263499306,1
265,0.07419764251383824,0.00629280993937763,0.08510073720217425,0.0708448398982543,1
266,0.7418739691117464,0.07333603483570277,0.006925811011627878,0.2115165857046476,0
267,0.5372029052927101,0.05263146622686978,0.02226372049745432,0.13625687830520794,0
268,0.3552204748006128,0.08492163276677815,0.027180921192408142,0.25864279335030654,1
269,0.5413548566370044,0.05128008597307113,0.007526849765892242,0.26485220611248833,0
270,0.3566480685815928,0.06390289720459622,0.014957761617823254,0.19138494659470795,0
271,0.48204137370766154,0.05448700642970458,0.05315475971699442,0.10764628527533782,0
272,0.4391163569851215,0.056637956424263225,0.04793995589536021,0.15628617039455994,0
273,0.3302047432720476,0.035332516328020515,0.04861708997937803,0.23922111734946822,1
274,0.44508709683859937,0.09403127375174032,0.07507157345186184,0.05521678471672942,1
275,0.31725452037462426,0.02603808416307932,0.02170359609451269,0.025490304625656268,0
276,0.12993047670635627,0.07819845739021858,0.02610286838079112,0.043164895371809564,1
277,0.04928473385013187,0.05210835847746907,0.05327191645231877,0.09261543950806961,1
278,0.7773261604867694,0.022387778746175403,0.05332393695491459,0.06596038855856401,0
279,0.11443212918546664,0.09934679117472908,0.02421107116248218,0.09287370528072914,1
280,0.1333740688604039,0.09562335186041618,0.07898740281541115,0.011199159006103576,0
281,0.27522052335586944,0.017877129258041673,0.051765183482779406,0.16258568396235246,1
282,0.3498245492499338,0.08703616800713818,0.03372559409616967,0.12351246370062408,0
283,0.7859027220053387,0.04881837213998443,0.07185942705000081,0.2492726998474188,0
284,0.18236984580178314,0.03970324705187372,0.04274596154053485,0.0496605299941848,0
285,0.5727871749919347,0.014937438506922949,0.030558610144525267,0.08120571939495541,0
286,0.13658693952386866,0.05285641178337842,0.0846045629815167,0.34865351124510024,1
287,0.8932285819258486,0.07649337217886126,0.06488914025802318,0.046967095962096916,0
288,0.4992675249421111,0.017136571916476915,0.04741449661362302,0.12503604694467407,0
289,0.5504893385280715,0.09550102784461337,0.042713133572385854,0.18191964750163686,1
290,0.2254603545904779,0.057861229706834647,0.03876551627874375,0.05211928756838313,0
291,0.9542576075912521,0.05926239139770212,0.07443627802899647,0.16317137294032702,0
292,0.5166330703522296,0.0777224353842483,0.024292823726304345,0.07031313591317112,1
293,0.5400550615729801,0.04104848025948545,0.08043754841499087,0.05536434400979534,1
294,0.909820095715538,0.021557612318690467,0.048057626160366365,0.1592784782232235,0
295,0.7052168564561412,0.006551926972289259,0.07554394730805598,0.05575285374592859,0
296,0.7964734723876988,0.05766472005733755,0.06021425331827682,0.04588206176030957,0
297,0.45436413427093586,0.08666183132649863,0.08833731983396159,0.084305592495233,0
298,0.5159777610274313,0.05154421367585869,0.020152191985375885,0.0746861131787867,0
299,0.1872475697579944,0.07417785246928889,0.059870998957276156,0.08623661602081945,0
300,0.6994210604580965,0.08662353897976771,0.07957300332185742,0.127725824892795,0
301,0.45818063023524086,0.08550516095406141,0.06378851121907358,0.2344635606519343,1
302,0.16690809314377078,0.057973692200974876,0.04702241953792044,0.3249350350515612,1
303,0.9632448971414289,0.09319358764302944,0.01147313263762361,0.0008009268209849818,1
304,0.4973321912802766,0.08120284059758397,0.045404721616225066,0.13331282135490008,1
305,0.2603935982954216,0.07916448924575276,0.08011575299177301,0.012769943580996923,0
306,0.15370975870019954,0.03245602202721194,0.056992361910086324,0.13797916223865347,1
307,0.8185031898852021,0.07861651682621032,0.0960843377833904,0.31972223859631155,0
308,0.21114251842097076,0.03898278888421743,0.020659839965063317,0.19723245876347795,1
309,0.9498257297095924,0.02296441934097032,0.06293413661999878,0.14499073276209717,0
310,0.12094777133999562,0.036239281929665905,0.09367520630639263,0.16650412448586005,1
311,0.7742902562889038,0.05923211836479289,0.06658075886895484,0.35774074609267026,1
312,0.9128731561042734,0.0021263852725108678,0.032432497093696534,0.3711460134672999,1
313,0.2092553145730993,0.009302229197479014,0.024829615414853158,0.235160795983494,1
314,0.10594846578596209,0.008491175289597551,0.023545083401553587,0.2438321842281565,1
315,0.6874763527937736,0.09119937425372875,0.04223982693204523,0.13775225005257485,0
316,0.1028048338157029,0.09287431115471224,0.0012938979589843685,0.01500671415479543,1
317,0.04259460525725436,0.06952662521894493,0.006320986335544645,0.03203952796696363,1
318,0.19440295032097898,0.06675486840804784,0.025676500352843124,0.053191106736546256,1
319,0.775333967524455,0.015735678331948603,0.014134375342679598,0.1073161426789927,1
320,0.5543830103259045,0.05426301644590002,0.020712869681486196,0.1125078852944868,0
321,0.4987023516926826,0.05172692153259371,0.09454843105003372,0.1687346849369072,0
322,0.6625263384087965,0.054584340715491945,0.06503809281182302,0.3643089362753567,1
323,0.16053043042191445,0.09932620672559386,0.029778141809972358,0.20082950261966354,1
324,0.5966013112757373,0.023801753896336625,0.027242300840006655,0.24700032176844577,1
325,0.7293254620627938,0.07703468672175263,0.052184600127578966,0.08071390455838978,0
326,0.07140249231863109,0.037674445064342456,0.041751774678147086,0.25345961798146766,1
327,0.2951551128577969,0.04420756181624078,0.08071359231550847,0.1638891250361646,0
328,0.44798602910446944,0.08352515615588174,0.08788846466214782,0.03859914881108262,0
329,0.33544854110347694,0.013214311092878944,0.00602262749011446,0.31932745691466397,1
330,0.7732795195329697,0.0933563491966551,0.043236782493458595,0.37066819833371717,1
331,0.45563891922797384,0.013463910444738034,0.03299553121880201,0.0329809274607647,0
332,0.09658442506708002,0.012065751155055354,0.0993289257886519,0.4172679393144856,1
333,0.4992958543372462,0.042260480858382715,0.015472672007384825,0.16130231248405885,0
334,0.1473336909042512,0.007937842110029195,0.06677221377381709,0.19712839018056494,1
335,0.49259797602855354,0.05310495788471479,0.07186895106234602,0.04701032410053707,0
336,0.7000302504756982,0.05728543558820033,0.04609609737050308,0.3714960226265738,1
337,0.905677692029009,0.04997852251976116,0.037594803366951625,0.44927321192641373,1
338,0.16672784041594027,0.09055400831840459,0.0886371438278702,0.241545749926954,1
339,0.7005701209425251,0.05156641566280394,0.09569181181113627,0.10886004259594584,1
340,0.42585571873532857,0.0766257963071273,0.014772788650096146,0.10510086996553569,0
341,0.07529915649329974,0.01715469220086607,0.06935223697777909,0.07474915947977456,1
342,0.5041829705751741,0.02351351605515633,0.09420898325846803,0.021883178628014976,1
343,0.7033153734538097,0.07999592071826712,0.07166733418794635,0.03826450019855154,0
344,0.7187613056969282,0.06333211199855288,0.013832488858361,0.29236684854213824,1
345,0.4765662150840493,0.07086158796817375,0.0368847785992987,0.2414251486874875,1
346,0.7328632164485864,0.01088953945747722,0.09709202508662623,0.14791046228187532,0
347,0.052590877670796655,0.009886733404481853,0.0647432566665598,0.43565744310064364,1
