curve_id,peak_id,center,gamma,amplitude
72,1,0.5306503724876079,0.09338290604616153,0.78638580704058
73,0,0.350384231801275,0.075338215853856,0.44617144538999026
73,1,0.6844949982140325,0.07248025296989279,0.9365233829089711
74,0,0.37808038627176627,0.06943023438312672,0.4773748886510249
74,1,0.547743103007338,0.020338051407870966,0.9958065976100902
75,0,0.4737604296455653,0.09262074896823735,0.9994804984789275
75,1,0.6996466347863153,0.023204716797139445,0.7315701183452764
76,0,0.5356150977138434,0.06463239987597802,0.42215746741782995
76,1,0.710451371907107,0.09003504935639933,0.94582967573272
77,0,0.4275224856895928,0.09054721010061095,0.6520980221115363
77,1,0.7120925069247035,0.05292636622837658,0.604128452172699
78,0,0.5213827517201127,0.012099800802421328,0.4326229489626589
78,1,0.69947791230037,0.06977378697297133,0.06939469481461771
79,0,0.3744382603681208,0.09289198055839287,0.19380538846490705
79,1,0.5647357136297333,0.036640990273572205,0.8795136999130125
80,0,0.2733666179412486,0.018804310414686824,0.5786051529642765
80,1,0.2940336998926601,0.09971017237332354,0.5968457584082907
81,0,0.4249998033353691,0.04720233388955133,0.5775297184084702
81,1,0.5369418547531425,0.08096583109237933,0.6057523935028318
82,0,0.3825616652302122,0.052500670644140914,0.06571055752551454
82,1,0.41914769816815983,0.006856473828518035,0.12699182280153423
83,0,0.5833052876168827,0.07019535322603067,0.9325535489378693
83,1,0.7465909650303085,0.04649599484024344,0.5057923869346925
84,0,0.47503524392659746,0.07094487231989886,0.6189740730972065
84,1,0.7294662029068739,0.06197046572038223,0.3998484135703651
85,0,0.30267627689031334,0.044073543617440196,0.7510418200056711
85,1,0.46701950046440405,0.022029922813250193,0.5347730516186144
86,0,0.6059529504368837,0.03193661190798902,0.36853132845304154
86,1,0.7078250097904915,0.037551328626753186,0.9972555072949647
87,0,0.5693274587352842,0.07256490594144943,0.8713183149771934
87,1,0.5773279449317319,0.05729495445272336,0.1424041970010907
88,0,0.2776762922335687,0.03977116377388434,0.5404439239840274
88,1,0.6855479591814957,0.0668753623484093,0.5580623448552631
89,0,0.41742223252175376,0.03467541995644039,0.09339780598458684
89,1,0.47214832800277173,0.0781089092501399,0.9270458771716722
90,0,0.26971492751136283,0.019969528448289378,0.8964721641840572
90,1,0.5052259144622774,0.05274868217861986,0.4463673362326653
91,0,0.2565751869854223,0.009904402109885323,0.5893580039697114
91,1,0.6417566371181689,0.020123691100264907,0.5934347871905037
92,0,0.28680732346914356,0.03159507998271198,0.7613349939846491
92,1,0.34908988274412783,0.05715113354437993,0.5127564074557982
93,0,0.2750287254062533,0.09814940556813838,0.4075983524262197
93,1,0.4119850693070195,0.07342372338230305,0.07884045954236876
94,0,0.261882693788491,0.01637758178459775,0.5453095312820014
94,1,0.6869770393785168,0.08776242757836775,0.5852367577651714
95,0,0.6592035780872514,0.015437902698613053,0.6051742054638886
95,1,0.6798588594908126,0.07099834664000464,0.7789307912641703
96,0,0.3452214553026167,0.09574867831939773,0.9899714800998777
96,1,0.712089574920646,0.012389750901169422,0.03639016047583149
97,0,0.7112960386824138,0.09955786014113453,0.9669351876517936
97,1,0.7251177938814819,0.008548541743959057,0.14537381326041113
98,0,0.2649671434127063,0.03779539947637736,0.11000998216748689
98,1,0.44513596561672925,0.04354161371288234,0.0841674364554298
99,0,0.30009126313329404,0.07143789372647902,0.7799857515005286
99,1,0.6662842844525432,0.019955148393471695,0.3344216388459856
100,0,0.38649876709603775,0.008465714978433085,0.24746194654939552
100,1,0.4152951890569389,0.00872511614038773,0.35938435196096635
101,0,0.3451701484646454,0.06446926108970796,0.9771133680936027
101,1,0.3531737616603592,0.09367468605491214,0.8490457750442088
102,0,0.5372693257939345,0.09566567432844385,0.9313465339978824
102,1,0.6266750151231423,0.005322091019260049,0.25045446327785736
103,0,0.43105915447521176,0.06553299987597509,0.247204996661495
103,1,0.49227936623168145,0.032801181045557966,0.8420320277761344
104,0,0.3804784713525778,0.027740800041389402,0.02722468347105194
104,1,0.7078169701711334,0.012993887829160874,0.2557510323195261
105,0,0.39119027839589626,0.024879332942309637,0.1475260596908244
105,1,0.5360204290213213,0.013689221176096566,0.3526584773453631
106,0,0.2546594562844675,0.0025649958463129048,0.4055023863644195
106,1,0.5883718563837481,0.06236461703569707,0.8727236364709556
107,0,0.5432619199165312,0.08286959850110291,0.30345106369665564
107,1,0.6115708016615728,0.026449717223816876,0.8744363621312049
108,0,0.4836899673416141,0.08693197547263541,0.6044078879275503
108,1,0.723235843855047,0.0748870701611098,0.4513342935955362
109,0,0.3081972835836428,0.09683811455648754,0.19811081870805713
109,1,0.6795493142383293,0.016417014554134232,0.22630857668610904
110,0,0.5826747535128588,0.01653962583470011,0.9431688008745547
110,1,0.7333340748911288,0.0024256202468336085,0.5500151159139608
111,0,0.4362143091384348,0.031407250070430735,0.2178198492929897
111,1,0.6414290717451601,0.024753016703844777,0.11715176166334246
112,0,0.4405842578331476,0.020021852650187875,0.3865284840253678
112,1,0.5940278292286943,0.007147651549232741,0.5042212016608488
113,0,0.321359956589175,0.004340179734713614,0.6589838473520749
113,1,0.5676648025880444,0.03941187680281766,0.02910402959357339
114,0,0.4009851683640104,0.08932183899535187,0.48367618313196153
114,1,0.7452924400428014,0.019564345962063297,0.27120705991768473
115,0,0.4742350397819461,0.02336082183261556,0.29091383360066253
115,1,0.5219327451439015,0.0028273477918087254,0.949132255427798
116,0,0.36668296527300914,0.048633588071183065,0.17116964704260218
116,1,0.4256069095103152,0.08422548834231011,0.21332672092764884
117,0,0.27567505095562295,0.09165241723730068,0.566321637170751
117,1,0.404868201158826,0.08848442450012838,0.2799531739935541
118,0,0.3946808567866115,0.06042389267492124,0.4215117301003055
118,1,0.42002492096325517,0.05200346239240924,0.8646210032487243
119,0,0.3619013793471724,0.07274287410844393,0.4953276791049993
119,1,0.36652331269654137,0.06790436533061371,0.47541262886262886
120,0,0.4174070571636112,0.07592695949493626,0.8475626263449281
120,1,0.6831145798820739,0.057225171259343593,0.28379682841674675
121,0,0.7229623672973646,0.056009646234570366,0.9921643521829548
121,1,0.7408740844390703,0.00894949068033472,0.6010026791918572
122,0,0.5513346761406128,0.0836864581975437,0.5349646809133074
122,1,0.7305833903389629,0.08912725389186944,0.16927870627880687
123,0,0.6428641263949768,0.031929302890251324,0.9464313590944882
123,1,0.6785796196590419,0.01820388499948644,0.013425258849882674
124,0,0.27487622529770317,0.001872913753361442,0.945523878562696
124,1,0.5896975601757408,0.0030893427719976834,0.5868725022863425
125,0,0.48658207390833186,0.08135616874717072,0.5722164965732836
125,1,0.5753736842906947,0.014519021799032517,0.9274107986074593
126,0,0.2544316105592749,0.07103146341195468,0.8814518170875876
126,1,0.42163724030919614,0.04559130132872651,0.5533021648177938
127,0,0.3354848838443748,0.08944422701181695,0.5855339848607648
127,1,0.4984558496790589,0.003151851542873075,0.9395826855303001
128,0,0.29745666986930175,0.04256904583886931,0.09862432750713822
128,1,0.38102500504922976,0.08956226255680885,0.9225271055392785
129,0,0.3254135485981034,0.034954040231898624,0.23662237253461152
129,1,0.5808704208585145,0.008252723335756388,0.8718438753143105
130,0,0.5030945569191738,0.01781547119958245,0.19678102011370077
130,1,0.555740068857699,0.0961202449366324,0.3338188123248804
131,0,0.39615625200490945,0.0617129589113954,0.510767077826609
131,1,0.6457397407936096,0.08633927961524723,0.6015187166624351
132,0,0.5338688675191192,0.002125748588184038,0.6063528151748263
132,1,0.5806283419848584,0.09157939455996844,0.7924990324301956
133,0,0.29590155546113706,0.08805935771746712,0.20608819770663442
133,1,0.6616437834724698,0.06170957683131926,0.014064278116848277
134,0,0.3775826774527467,0.06579139653164119,0.17129726779582455
134,1,0.6789688146868813,0.01580616251148914,0.7601556599125691
135,0,0.5254305979093714,0.006692141061468273,0.4508968485506389
135,1,0.5601955474039837,0.05699644627251979,0.5311632342304133
136,0,0.31040801845242794,0.023273776212961023,0.09200130853613521
136,1,0.32644105438079063,0.03535805651498314,0.7963195008850023
137,0,0.4147918644153418,0.0917932122702242,0.6477497666427963
137,1,0.5222559785701204,0.03381977617848441,0.43990151842208836
138,0,0.4089348389863915,0.0583354042091562,0.645462480455454
138,1,0.6759593521053702,0.06204691148939885,0.3483293439919491
139,0,0.27774965227898685,0.09646226838304045,0.9533865074258204
139,1,0.34781592026333397,0.08294322185792422,0.8878839863288556
140,0,0.3760076211547458,0.07071652590292675,0.4409042548713417
140,1,0.4625481139772042,0.05654221882623448,0.6095307069317657
141,0,0.4173264028436856,0.03379888279305272,0.7208345038048387
141,1,0.7271951905215832,0.08975218496892023,0.680618226598395
142,0,0.43391124713522633,0.014275669142842673,0.5236514932991814
142,1,0.4883370079724925,0.0568154164389635,0.8855872070966057
143,0,0.6437973564308264,0.08038298384370082,0.9198715789440162
143,1,0.6982614265080183,0.07628837920594862,0.6491822122191937
144,0,0.4163801526233581,0.0407815664822184,0.021518378818415933
144,1,0.5354284112232234,0.029241466784319804,0.9660632812072016
145,0,0.4312469965931845,0.0734506227825791,0.06762100867375243
145,1,0.6514381541817773,0.013586190996318019,0.5772479541229052
146,0,0.5728885907254895,0.02097502354517878,0.2453558192449926
146,1,0.5936458136597595,0.025334789416473203,0.717778364773099
147,0,0.272674219505351,0.0017011928340335651,0.9368703373738038
147,1,0.2840104239596002,0.07582706089453677,0.37456542269075616
148,0,0.27258554322672346,0.05593032934692265,0.048552000115498054
148,1,0.6361394205152513,0.037777401971623444,0.3074346814009576
149,0,0.42052429823466403,0.03037757293676395,0.21168681442793957
149,1,0.5715255677306403,0.043207185967678835,0.5954569613364578
150,0,0.2791916474274561,0.05764556973462227,0.36490083770254655
150,1,0.7442070521004494,0.08617270718088811,0.8204282034423847
151,0,0.2612383514244022,0.02800634038848309,0.4666860002965937
151,1,0.43304013739583636,0.07997450416175599,0.4977980285596471
152,0,0.44469187037751745,0.026585291492679786,0.6639355882599258
152,1,0.5332143158276903,0.030146793862695778,0.42529154579066064
153,0,0.37741226303667713,0.009721969831813698,0.0746404644515989
153,1,0.5222462399285753,0.05737041323048,0.7780753680458147
154,0,0.42440135614247054,0.05854588067835803,0.22169070938817434
154,1,0.4959101168344188,0.0867561112970502,0.3024103612675575
155,0,0.37097381595366163,0.02286271671501485,0.44791972158072074
155,1,0.5706497871767288,0.09572848442317931,0.9886894416810224
156,0,0.2580170842225106,0.01410648337019714,0.41918143369778277
156,1,0.5306089254575966,0.037729131303454295,0.15014032084823428
157,0,0.30182192017592774,0.0823496449699685,0.32312829677761584
157,1,0.4611289716427532,0.08996161750681876,0.521387185019316
158,0,0.40298615483523,0.04021765110869082,0.014142907848045536
158,1,0.6725735901760229,0.06846720545361253,0.7841795847111523
159,0,0.4236829752391202,0.06898566362386038,0.3252471097111319
159,1,0.7381547395050662,0.028504847869636623,0.0878615096365867
160,0,0.28317314299438695,0.08796711360175143,0.4965986317050619
160,1,0.30382306349590776,0.02756057615400363,0.9738649483275441
161,0,0.2526883740951768,0.038091010576207604,0.8339100787733256
161,1,0.5973108284723906,0.0761640803037828,0.9192213301441714
162,0,0.3504763019720241,0.0964512386414426,0.1777494251737839
162,1,0.6796930350559975,0.03658429970194454,0.3322630502478438
163,0,0.5268963620211118,0.010801284769852596,0.21760085737460028
163,1,0.7133780277802104,0.0825350391404025,0.6596362954767097
164,0,0.41666225535037077,0.07923992829663205,0.7253391846041499
164,1,0.520947137434736,0.027798398638257286,0.6090326357145865
165,0,0.5643066175205973,0.025508877826769624,0.43986464714408735
165,1,0.6434186279259759,0.011731321968525263,0.8316570350564779
166,0,0.3304999445814201,0.04906851743911736,0.3940094148330783
166,1,0.4251229014279071,0.032205357422365855,0.6243019946922705
167,0,0.3869261586548993,0.08694334548591949,0.32934864090336446
167,1,0.45592212709605107,0.015675186677426414,0.9602849541090152
168,0,0.6114075986796741,0.09393856302068215,0.04260761417430517
168,1,0.6313411311201963,0.09899372220360661,0.834928649124486
169,0,0.6342571433419686,0.09847656500112803,0.6735726907005064
169,1,0.6893382934235672,0.014203929747404333,0.39620547838200465
170,0,0.3743049407161762,0.009860213187093365,0.15584890757143569
170,1,0.524788444254698,0.08388150303022351,0.6990548523593179
171,0,0.262650165590823,0.07809058753093615,0.5654934570342174
171,1,0.4904557330397907,0.04891723028292313,0.8740237727436954
172,0,0.34683581111659245,0.04345235945471189,0.6500618011108096
172,1,0.46441735049557137,0.07649294052612943,0.1440626417227255
173,0,0.2550236818286331,0.04878624523779997,0.6079726096531854
173,1,0.6113419606894182,0.06853106735879375,0.14404199688838765
174,0,0.4022031410486184,0.0506487762524951,0.4201540483062046
174,1,0.4474489713435065,0.0207437093845132,0.7218244627566832
175,0,0.29202409058292733,0.09124924025793064,0.6770556168716554
175,1,0.6429309046247433,0.05835663702676992,0.8618155917307346
176,0,0.2515012493369716,0.05933728296863769,0.9947160701626201
176,1,0.2928985207781408,0.0016287322257154582,0.650193741983864
177,0,0.5239368835288516,0.03643866212838421,0.5550304622215396
177,1,0.7102356102899139,0.03443913970360613,0.6535829665121525
178,0,0.30863313706230233,0.016648518267461967,0.10254127174247939
178,1,0.6425229040960838,0.05562799002151128,0.29996130972054824
179,0,0.49100917466087884,0.02252659208425539,0.18788082775641832
179,1,0.6483224747979216,0.013401533837790448,0.0478799768885318
180,0,0.3391247581291086,0.05468360053717943,0.4443097459806606
180,1,0.553189582189004,0.06779628553053836,0.9336985008574545
181,0,0.6761948221690921,0.08582702341681955,0.821428788770889
181,1,0.7216307776806616,0.05629001876381277,0.7865753608308597
182,0,0.4015848102781981,0.01935061860964795,0.3769440666836876
182,1,0.4979461003599653,0.04498795260155633,0.037611864421290664
183,0,0.7186581339481253,0.04642200390657799,0.5050678190507951
183,1,0.7366013592174502,0.03883602198750617,0.2097542930633878
184,0,0.25777110957085686,0.07934270557629408,0.2960898464556159
184,1,0.3810378488431492,0.028400203000351912,0.24192866616411265
185,0,0.4516791748645348,0.08671454473754155,0.6963574060092823
185,1,0.5759135986501958,0.08125656183228452,0.687566011397951
186,0,0.492630096815413,0.08824615454810664,0.5439004534763164
186,1,0.5215154156178492,0.010701158509614648,0.34554264779476285
187,0,0.2837671111990794,0.07898883509310295,0.7472698115098664
187,1,0.6928009607281874,0.04871371081386126,0.5978856974199643
188,0,0.4034258937139126,0.08736868491582882,0.7966240677260633
188,1,0.6267688893078054,0.0026295258703141486,0.2301636961753667
189,0,0.5730164451775418,0.049416141085826544,0.7397049187145798
189,1,0.6064371080981594,0.034262612278540605,0.2553598611483158
190,0,0.37957975447750514,0.08090330344357027,0.23478661053105887
190,1,0.6178264268191032,0.04459396145124847,0.35102730140575666
191,0,0.3914291387881005,0.08736796205326858,0.7101408855637786
191,1,0.42388829103438874,0.03184447678563503,0.9218954938548405
192,0,0.2634591412386436,0.015797867137599807,0.5526113776811503
192,1,0.6021198393277442,0.07170699747143468,0.9548866873619426
193,0,0.28685410876654616,0.07618473876282615,0.6289541049118067
193,1,0.6717191709689806,0.03207598539678237,0.3084882382495088
194,0,0.2595683014751152,0.052572131713450806,0.8555081244543862
194,1,0.46107187902698005,0.0996966744534933,0.22363424805117604
195,0,0.4260848815662543,0.07892078500678637,0.6116618077362743
195,1,0.4374441213916168,0.02589828800848779,0.6630860018293299
196,0,0.3774149717547238,0.02896325964189611,0.08650602899005325
196,1,0.46777583408123563,0.08315470827356303,0.018119891396477513
197,0,0.4063450704086595,0.0669681125923909,0.619216096592932
197,1,0.685502586427877,0.06527438231742472,0.5025479435869822
198,0,0.46430468201074493,0.0862527147250475,0.7004549766079934
198,1,0.6009818430305791,0.07376436914445839,0.7507446571216381
199,0,0.5086633072286952,0.0679013268586095,0.8861138701000059
199,1,0.6553883518268955,0.017726172712294375,0.871670766406074
200,0,0.6535648229444213,0.0762428578193763,0.3978758680310046
200,1,0.7363789779578883,0.0397175736892223,0.29315736118914365
201,0,0.629423056355006,0.012764380865580748,0.39246562028565407
201,1,0.7436264032495543,0.06191580224656424,0.8313661222033901
202,0,0.4702736253951199,0.03112903049271148,0.9111262692753662
202,1,0.5672499884612054,0.07774224846144287,0.16630656913183295
203,0,0.5949395720177404,0.06669333070366724,0.09670637402003024
203,1,0.6346445134541021,0.07927352747618198,0.4043249796125273
204,0,0.4774472521143069,0.04332306046292643,0.8905825994452466
204,1,0.7253740710492695,0.023689984368825703,0.31910340085925815
205,0,0.34481608256004964,0.0995697188888879,0.3295612079121679
205,1,0.5892276687179587,0.049024077985643975,0.16541002334202493
206,0,0.45522085079836555,0.08047732163985476,0.887791838751375
206,1,0.5583570044673385,0.03138260782804147,0.9384498902298617
207,0,0.42126408721521685,0.02072456248378751,0.34173106775477463
207,1,0.6122319530628089,0.03149597892028649,0.6250678376370001
208,0,0.39069330807562713,0.0991375374504097,0.4138125933647827
208,1,0.6921306410635044,0.06042227445360876,0.8893716986097345
209,0,0.433877487422423,0.02354215205358182,0.42515083419028016
209,1,0.5784480443678586,0.06004134757099809,0.30823216471327874
210,0,0.5022733537458495,0.03488876901674157,0.34497901365805594
210,1,0.6834595440537592,0.03150353743952487,0.5435923814262236
211,0,0.4818747103137571,0.0543817338514934,0.07545813697908395
211,1,0.6182575471458778,0.04563446319829733,0.9470068319466567
212,0,0.25106007175455414,0.010686687387962919,0.8674296852404708
212,1,0.6674132503096586,0.0423704994267764,0.42703440475539195
213,0,0.41255985438118925,0.01655134483673516,0.06854548621685305
213,1,0.5964880903302148,0.052253905189573915,0.2188411047252594
214,0,0.40629924726153854,0.07818688824765212,0.07345028015439434
214,1,0.47388957434118584,0.004922217721298994,0.7261433978222888
215,0,0.31643459322934187,0.05658935120988281,0.4906991814180012
215,1,0.5193083463411947,0.002797929265417694,0.8436620256381163
216,0,0.4424351625224587,0.0387176947400341,0.8455413289351529
216,1,0.4810247581135736,0.07914397003314039,0.38327685544397455
217,0,0.31089322012016474,0.029280692410027762,0.5058633205271345
217,1,0.7068785245575308,0.039849433254381006,0.2567509171769122
218,0,0.46763694375070824,0.010462182341765078,0.722806441403503
218,1,0.6183785710672469,0.006395954690936877,0.4907507257183908
219,0,0.5617727530465576,0.04378216320771808,0.5191064608886187
219,1,0.6674819144536457,0.048642300264936586,0.36255391389875036
220,0,0.7428797902462676,0.06105732429269828,0.9876891116956634
220,1,0.7440451179149455,0.059459698563865127,0.8054744700536377
221,0,0.2602989028569178,0.02149007280703275,0.03970792254838194
221,1,0.6955697423632854,0.012351891563070545,0.6587256707056752
222,0,0.545836559244721,0.06306993751213238,0.6734685481678908
222,1,0.5919537059325677,0.0064261830006991155,0.7082712162433281
223,0,0.43791572314802635,0.0265418550269994,0.7879942225752207
223,1,0.5567279562089665,0.05064257988992278,0.08183081564285585
224,0,0.5570417456276854,0.02719299426143507,0.6392361345797273
224,1,0.6017551458141328,0.025484963323817715,0.9185829270955472
225,0,0.32348131162496535,0.055872372041740614,0.9439137380810716
225,1,0.5132675820021382,0.09923562124646651,0.8396963994149703
